image,name,range,effeciency,battery,price
https://ev-database.org/img/auto/BYD_ATTO_3_2025/BYD_ATTO_3_2025-01-thumb.jpg,BYDATTO,340 km,178 Wh/km,60.5 kWh,"€38,990"
https://ev-database.org/img/auto/BMW_iX3_2026/BMW_iX3_2026-01-thumb.jpg,BMWiX3,610 km,178 Wh/km,108.7 kWh,"€68,900"
https://ev-database.org/img/auto/MG_MG4_Electric_2022/MG_MG4_Electric_2022-01-thumb.jpg,MGMG4,360 km,171 Wh/km,61.7 kWh,"€39,990"
https://ev-database.org/img/auto/Fiat_500e_Hatchback_2020/Fiat_500e_Hatchback_2020-01-thumb.jpg,Fiat500e,235 km,159 Wh/km,37.3 kWh,"€34,990"
https://ev-database.org/img/auto/Renault_5_ETech/Renault_5_ETech-01-thumb.jpg,Renault5,335 km,155 Wh/km,52.0 kWh,"€32,900"
https://ev-database.org/img/auto/Mercedes_CLA/Mercedes_CLA-01-thumb.jpg,Mercedes-BenzCLA,585 km,145 Wh/km,85.0 kWh,"€55,859"
https://ev-database.org/img/auto/Tesla_Model_3_Standard_2026/Tesla_Model_3_Standard_2026-01-thumb.jpg,TeslaModel,445 km,135 Wh/km,60.0 kWh,"€37,970"
https://ev-database.org/img/auto/BYD_ATTO_2/BYD_ATTO_2-01-thumb.jpg,BYDATTO,245 km,184 Wh/km,45.1 kWh,"€31,990"
https://ev-database.org/img/auto/Kia_EV3_2025/Kia_EV3_2025-01-thumb.jpg,KiaEV3,455 km,171 Wh/km,78.0 kWh,"€41,390"
https://ev-database.org/img/auto/Leapmotor_B10/Leapmotor_B10-01-thumb.jpg,LeapmotorB10,360 km,181 Wh/km,65.0 kWh,"€32,400"
https://ev-database.org/img/auto/Renault_4_ETech/Renault_4_ETech-01-thumb.jpg,Renault4,315 km,165 Wh/km,52.0 kWh,"€32,400"
https://ev-database.org/img/auto/Tesla_Model_Y_Standard_2026/Tesla_Model_Y_Standard_2026-01-thumb.jpg,TeslaModel,380 km,158 Wh/km,60.0 kWh,"€40,970"
https://ev-database.org/img/auto/BYD_SEALION_7/BYD_SEALION_7-01-thumb.jpg,BYDSEALION,440 km,208 Wh/km,91.3 kWh,"€58,990"
https://ev-database.org/img/auto/Mercedes_GLB/Mercedes_GLB-01-thumb.jpg,Mercedes-BenzGLB,460 km,185 Wh/km,85.0 kWh,"€62,178"
https://ev-database.org/img/auto/Tesla_Model_3_2024/Tesla_Model_3_2024-01-thumb.jpg,TeslaModel,580 km,136 Wh/km,79.0 kWh,"£44,990"
https://ev-database.org/img/auto/Tesla_Model_3_2024/Tesla_Model_3_2024-01-thumb.jpg,TeslaModel,440 km,136 Wh/km,60.0 kWh,"£39,990"
https://ev-database.org/img/auto/Mercedes_GLC_2026/Mercedes_GLC_2026-01-thumb.jpg,Mercedes-BenzGLC,500 km,188 Wh/km,94.0 kWh,"€71,281"
https://ev-database.org/img/auto/Fiat_Grande_Panda_2024/Fiat_Grande_Panda_2024-01-thumb.jpg,FiatGrande,260 km,168 Wh/km,43.8 kWh,"€24,990"
https://ev-database.org/img/auto/Tesla_Model_Y_2025/Tesla_Model_Y_2025-01-thumb.jpg,TeslaModel,475 km,166 Wh/km,79.0 kWh,"€53,970"
https://ev-database.org/img/auto/Volvo_EX30_2024/Volvo_EX30_2024-01-thumb.jpg,VolvoEX30,365 km,178 Wh/km,65.0 kWh,"€44,990"
https://ev-database.org/img/auto/Tesla_Model_Y_Performance_2025/Tesla_Model_Y_Performance_2025-01-thumb.jpg,TeslaModel,460 km,172 Wh/km,79.0 kWh,"€62,970"
https://ev-database.org/img/auto/Hyundai_IONIQ5_2024/Hyundai_IONIQ5_2024-01-thumb.jpg,HyundaiIONIQ,450 km,178 Wh/km,80.0 kWh,"€51,650"
https://ev-database.org/img/auto/BMW_iX1_2022/BMW_iX1_2022-01-thumb.jpg,BMWiX1,380 km,170 Wh/km,64.7 kWh,"€55,000"
https://ev-database.org/img/auto/Skoda_Elroq_2024/Skoda_Elroq_2024-01-thumb.jpg,ŠkodaElroq,450 km,171 Wh/km,77.0 kWh,"€44,180"
https://ev-database.org/img/auto/Kia-NiroEV-2022/Kia-NiroEV-2022-01-thumb.jpg,KiaNiro,385 km,168 Wh/km,64.8 kWh,"€45,690"
https://ev-database.org/img/auto/Hyundai_Kona_Electric_2024/Hyundai_Kona_Electric_2024-01-thumb.jpg,HyundaiKona,390 km,168 Wh/km,65.4 kWh,"€47,190"
https://ev-database.org/img/auto/Mercedes_EQS_2024/Mercedes_EQS_2024-01-thumb.jpg,Mercedes-BenzEQS,685 km,172 Wh/km,118.0 kWh,"€109,551"
https://ev-database.org/img/auto/Mercedes_GLB/Mercedes_GLB-01-thumb.jpg,Mercedes-BenzGLB,465 km,183 Wh/km,85.0 kWh,"€59,048"
https://ev-database.org/img/auto/BYD_SEAL/BYD_SEAL-01-thumb.jpg,BYDSEAL,445 km,185 Wh/km,82.5 kWh,"€52,990"
https://ev-database.org/img/auto/Volkswagen_ID3_2024/Volkswagen_ID3_2024-01-thumb.jpg,VolkswagenID.3,325 km,160 Wh/km,52.0 kWh,"€33,330"
https://ev-database.org/img/auto/Mazda_6e/Mazda_6e-01-thumb.jpg,Mazda6e,385 km,171 Wh/km,66.0 kWh,"€44,900"
https://ev-database.org/img/auto/Renault_Megane_ETech/Renault_Megane_ETech-01-thumb.jpg,RenaultMegane,380 km,158 Wh/km,60.0 kWh,"€40,990"
https://ev-database.org/img/auto/Rolls-Royce-Spectre/Rolls-Royce-Spectre-01-thumb.jpg,Rolls-RoyceSpectreRolls-Royce,465 km,219 Wh/km,102.0 kWh,"€379,015"
https://ev-database.org/img/auto/Peugeot_e-2008_2024/Peugeot_e-2008_2024-01-thumb.jpg,Peugeote-2008,300 km,169 Wh/km,50.8 kWh,"€40,550"
https://ev-database.org/img/auto/MG_MGS5_EV_Electric_2025/MG_MGS5_EV_Electric_2025-01-thumb.jpg,MGMGS5,365 km,170 Wh/km,62.1 kWh,"€42,990"
https://ev-database.org/img/auto/Mercedes_EQB_2024/Mercedes_EQB_2024-01-thumb.jpg,Mercedes-BenzEQB,415 km,170 Wh/km,70.5 kWh,"€51,356"
https://ev-database.org/img/auto/Volvo_EX30_2024/Volvo_EX30_2024-01-thumb.jpg,VolvoEX30,275 km,178 Wh/km,49.0 kWh,"€39,790"
https://ev-database.org/img/auto/BYD_TANG_2024/BYD_TANG_2024-01-thumb.jpg,BYDTANG,460 km,237 Wh/km,108.8 kWh,"€69,615"
https://ev-database.org/img/auto/Leapmotor_T03/Leapmotor_T03-01-thumb.jpg,LeapmotorT03Leapmotor,225 km,160 Wh/km,36.0 kWh,"€18,900"
https://ev-database.org/img/auto/XPENG_G6_2025/XPENG_G6_2025-01-thumb.jpg,XPENGG6,435 km,184 Wh/km,80.0 kWh,"€47,600"
https://ev-database.org/img/auto/Changan_Deepal_S05/Changan_Deepal_S05-01-thumb.jpg,ChanganDeepal,385 km,177 Wh/km,68.0 kWh,"€38,990"
https://ev-database.org/img/auto/Ford_Explorer_2024/Ford_Explorer_2024-01-thumb.jpg,FordExplorer,435 km,177 Wh/km,77.0 kWh,"€48,510"
https://ev-database.org/img/auto/Kia_EV5_2026/Kia_EV5_2026-01-thumb.jpg,KiaEV5,400 km,195 Wh/km,78.0 kWh,"€45,990"
https://ev-database.org/img/auto/Mercedes_CLA_Shooting_Brake/Mercedes_CLA_Shooting_Brake-01-thumb.jpg,Mercedes-BenzCLA,565 km,150 Wh/km,85.0 kWh,"€57,096"
https://ev-database.org/img/auto/Kia_PV5_Passenger/Kia_PV5_Passenger-01-thumb.jpg,KiaPV5,315 km,213 Wh/km,67.0 kWh,"€42,290"
https://ev-database.org/img/auto/Hyundai_Inster_2025/Hyundai_Inster_2025-01-thumb.jpg,HyundaiINSTER,300 km,153 Wh/km,46.0 kWh,"€25,400"
https://ev-database.org/img/auto/Tesla_Model_Y_2025/Tesla_Model_Y_2025-01-thumb.jpg,TeslaModel,470 km,160 Wh/km,75.0 kWh,"€50,970"
https://ev-database.org/img/auto/Tesla_Model_3_2024/Tesla_Model_3_2024-01-thumb.jpg,TeslaModel,580 km,136 Wh/km,79.0 kWh,"€45,970"
https://ev-database.org/img/auto/BYD_SEALION_7/BYD_SEALION_7-01-thumb.jpg,BYDSEALION,420 km,196 Wh/km,82.5 kWh,"€47,990"
https://ev-database.org/img/auto/Volkswagen_ID3_2024/Volkswagen_ID3_2024-01-thumb.jpg,VolkswagenID.3,365 km,162 Wh/km,59.0 kWh,"€36,425"
https://ev-database.org/img/auto/Skoda_Elroq_2024/Skoda_Elroq_2024-01-thumb.jpg,ŠkodaElroq,310 km,168 Wh/km,52.0 kWh,"€33,900"
https://ev-database.org/img/auto/Dongfeng_Box/Dongfeng_Box-01-thumb.jpg,DongfengBox,255 km,157 Wh/km,40.0 kWh,"€24,499"
https://ev-database.org/img/auto/BMW_iX1_2022/BMW_iX1_2022-01-thumb.jpg,BMWiX1,390 km,166 Wh/km,64.7 kWh,"€47,900"
https://ev-database.org/img/auto/Renault_Scenic_ETech/Renault_Scenic_ETech-01-thumb.jpg,RenaultScenic,480 km,181 Wh/km,87.0 kWh,"€47,900"
https://ev-database.org/img/auto/Kia_EV3_2025/Kia_EV3_2025-01-thumb.jpg,KiaEV3,325 km,169 Wh/km,55.0 kWh,"€35,990"
https://ev-database.org/img/auto/Citroen_e-C3/Citroen_e-C3-01-thumb.jpg,Citroënë-C3,255 km,172 Wh/km,43.8 kWh,"€23,300"
https://ev-database.org/img/auto/Skoda_Elroq_2024/Skoda_Elroq_2024-01-thumb.jpg,ŠkodaElroq,350 km,169 Wh/km,59.0 kWh,"€38,680"
https://ev-database.org/img/auto/Zeekr_7X_2024/Zeekr_7X_2024-01-thumb.jpg,Zeekr7X,475 km,198 Wh/km,94.0 kWh,"€63,990"
https://ev-database.org/img/auto/Opel_Corsa_Electric_2023/Opel_Corsa_Electric_2023-01-thumb.jpg,OpelCorsa,335 km,152 Wh/km,50.8 kWh,"€31,490"
https://ev-database.org/img/auto/Renault_Twingo_2026/Renault_Twingo_2026-01-thumb.jpg,RenaultTwingo,185 km,149 Wh/km,27.5 kWh,"€22,570"
https://ev-database.org/img/auto/Mini_Countryman_2024/Mini_Countryman_2024-01-thumb.jpg,MiniCountryman,380 km,170 Wh/km,64.6 kWh,"€43,500"
https://ev-database.org/img/auto/Jaecoo_5_BEV/Jaecoo_5_BEV-01-thumb.jpg,Jaecoo5,325 km,181 Wh/km,58.9 kWh,"€30,890"
https://ev-database.org/img/auto/Hyundai_IONIQ6_2022/Hyundai_IONIQ6_2022-01-thumb.jpg,HyundaiIONIQ,495 km,149 Wh/km,74.0 kWh,"€54,000"
https://ev-database.org/img/auto/Skoda_Enyaq_2025/Skoda_Enyaq_2025-01-thumb.jpg,ŠkodaEnyaq,455 km,169 Wh/km,77.0 kWh,"€48,900"
https://ev-database.org/img/auto/Mercedes_CLA/Mercedes_CLA-01-thumb.jpg,Mercedes-BenzCLA,575 km,148 Wh/km,85.0 kWh,"€60,381"
https://ev-database.org/img/auto/Citroen_e-C3_Aircross/Citroen_e-C3_Aircross-01-thumb.jpg,Citroënë-C3,290 km,184 Wh/km,53.5 kWh,"€30,690"
https://ev-database.org/img/auto/Kia_EV4_hatchback_2025/Kia_EV4_hatchback_2025-01-thumb.jpg,KiaEV4,475 km,164 Wh/km,78.0 kWh,"€43,240"
https://ev-database.org/img/auto/Ford_Puma_Gen-E/Ford_Puma_Gen-E-01-thumb.jpg,FordPuma,275 km,159 Wh/km,43.6 kWh,"€36,900"
https://ev-database.org/img/auto/Zeekr_7X_2024/Zeekr_7X_2024-01-thumb.jpg,Zeekr7X,490 km,192 Wh/km,94.0 kWh,"€56,990"
https://ev-database.org/img/auto/TOGG_T10F/TOGG_T10F-01-thumb.jpg,TOGGT10F,490 km,173 Wh/km,85.0 kWh,"€40,118"
https://ev-database.org/img/auto/BYD_DOLPHIN_SURF/BYD_DOLPHIN_SURF-01-thumb.jpg,BYDDOLPHIN,265 km,163 Wh/km,43.2 kWh,"€30,990"
https://ev-database.org/img/auto/Hyundai_IONIQ5_2024/Hyundai_IONIQ5_2024-01-thumb.jpg,HyundaiIONIQ,345 km,174 Wh/km,60.0 kWh,"€43,900"
https://ev-database.org/img/auto/MG_MG4_Electric_2022/MG_MG4_Electric_2022-01-thumb.jpg,MGMG4,300 km,169 Wh/km,50.8 kWh,"€34,990"
https://ev-database.org/img/auto/Kia_EV6_2024/Kia_EV6_2024-01-thumb.jpg,KiaEV6,440 km,182 Wh/km,80.0 kWh,"€53,990"
https://ev-database.org/img/auto/Fiat_600e/Fiat_600e-01-thumb.jpg,Fiat600eFiat,310 km,164 Wh/km,50.8 kWh,"€36,490"
https://ev-database.org/img/auto/Tesla_Model_3_2024/Tesla_Model_3_2024-01-thumb.jpg,TeslaModel,555 km,142 Wh/km,79.0 kWh,"£49,990"
https://ev-database.org/img/auto/Audi_Q4_e-tron_2021/Audi_Q4_e-tron_2021-01-thumb.jpg,AudiQ4,420 km,183 Wh/km,77.0 kWh,"€52,950"
https://ev-database.org/img/auto/Opel_Frontera_2024/Opel_Frontera_2024-01-thumb.jpg,OpelFrontera,290 km,184 Wh/km,53.5 kWh,"€31,190"
https://ev-database.org/img/auto/Lucid_Air/Lucid_Air-01-thumb.jpg,LucidAir,720 km,163 Wh/km,117.0 kWh,"€130,900"
https://ev-database.org/img/auto/Mercedes_G-Class/Mercedes_G-Class-01-thumb.jpg,Mercedes-BenzG,395 km,294 Wh/km,116.0 kWh,"€142,622"
https://ev-database.org/img/auto/Omoda_E5_2024/Omoda_E5_2024-01-thumb.jpg,OmodaE5Omoda,330 km,178 Wh/km,58.9 kWh,"€29,990"
https://ev-database.org/img/auto/Toyota_C-HR-Plus_2026/Toyota_C-HR-Plus_2026-01-thumb.jpg,ToyotaC-HR+,430 km,167 Wh/km,72.0 kWh,"€43,995"
https://ev-database.org/img/auto/Citroen_C5_Aircross/Citroen_C5_Aircross-01-thumb.jpg,CitroënC5,485 km,200 Wh/km,96.9 kWh,"£32,935"
https://ev-database.org/img/auto/Mercedes_EQA_2024/Mercedes_EQA_2024-01-thumb.jpg,Mercedes-BenzEQA,395 km,168 Wh/km,66.5 kWh,"€50,777"
https://ev-database.org/img/auto/Audi_A6_Avant_etron_2024/Audi_A6_Avant_etron_2024-01-thumb.jpg,AudiA6,575 km,165 Wh/km,94.9 kWh,"€77,250"
https://ev-database.org/img/auto/BYD_SEAL_U/BYD_SEAL_U-01-thumb.jpg,BYDSEAL,425 km,205 Wh/km,87.0 kWh,"€44,990"
https://ev-database.org/img/auto/Tesla_Model_3_Performance_2024/Tesla_Model_3_Performance_2024-01-thumb.jpg,TeslaModel,515 km,153 Wh/km,79.0 kWh,"€59,470"
https://ev-database.org/img/auto/BYD_SEAL/BYD_SEAL-01-thumb.jpg,BYDSEAL,480 km,172 Wh/km,82.5 kWh,"€48,990"
https://ev-database.org/img/auto/Hyundai_IONIQ6_2022/Hyundai_IONIQ6_2022-01-thumb.jpg,HyundaiIONIQ,335 km,149 Wh/km,50.0 kWh,"€43,900"
https://ev-database.org/img/auto/Nissan_Ariya/Nissan_Ariya-01-thumb.jpg,NissanAriya,450 km,193 Wh/km,87.0 kWh,"€53,490"
https://ev-database.org/img/auto/Opel_Astra_Electric/Opel_Astra_Electric-01-thumb.jpg,OpelAstra,320 km,159 Wh/km,50.8 kWh,"€41,990"
https://ev-database.org/img/auto/Alpine_A290_2024/Alpine_A290_2024-01-thumb.jpg,AlpineA290,310 km,168 Wh/km,52.0 kWh,"€38,700"
https://ev-database.org/img/auto/LynkCo_02_2024/LynkCo_02_2024-01-thumb.jpg,Lynk&Co02Lynk&Co,370 km,176 Wh/km,65.0 kWh,"€35,995"
https://ev-database.org/img/auto/Volkswagen_ID4_2024/Volkswagen_ID4_2024-01-thumb.jpg,VolkswagenID.4,445 km,173 Wh/km,77.0 kWh,"€46,335"
https://ev-database.org/img/auto/KGM_Torres_EVX/KGM_Torres_EVX-01-thumb.jpg,KGMTorres,370 km,195 Wh/km,72.0 kWh,"€41,990"
https://ev-database.org/img/auto/Cupra_el-Born/Cupra_el-Born-01-thumb.jpg,CUPRABorn,360 km,164 Wh/km,59.0 kWh,"€40,450"
https://ev-database.org/img/auto/XPENG_G6/XPENG_G6-01-thumb.jpg,XPENGG6,480 km,182 Wh/km,87.5 kWh,"£44,990"
https://ev-database.org/img/auto/BMW_iX_2025/BMW_iX_2025-01-thumb.jpg,BMWiX,525 km,208 Wh/km,109.1 kWh,"€99,900"
https://ev-database.org/img/auto/BMW_i4_2024/BMW_i4_2024-01-thumb.jpg,BMWi4,525 km,155 Wh/km,81.3 kWh,"€60,600"
https://ev-database.org/img/auto/Audi_A6_Sportback_etron_2024/Audi_A6_Sportback_etron_2024-01-thumb.jpg,AudiA6,600 km,158 Wh/km,94.9 kWh,"€75,600"
https://ev-database.org/img/auto/Nissan_LEAF_2026/Nissan_LEAF_2026-01-thumb.jpg,NissanLEAF,455 km,165 Wh/km,75.0 kWh,"£32,249"
https://ev-database.org/img/auto/Smart_5_2025/Smart_5_2025-01-thumb.jpg,Smart#5,465 km,202 Wh/km,94.0 kWh,"€55,400"
https://ev-database.org/img/auto/Peugeot_e-308_2026/Peugeot_e-308_2026-01-thumb.jpg,Peugeote-308,345 km,161 Wh/km,55.4 kWh,"€42,435"
https://ev-database.org/img/auto/Kia_EV9_2023/Kia_EV9_2023-01-thumb.jpg,KiaEV9,435 km,221 Wh/km,96.0 kWh,"€68,990"
https://ev-database.org/img/auto/Mini_Aceman_Electric_2024/Mini_Aceman_Electric_2024-01-thumb.jpg,MiniAceman,230 km,167 Wh/km,38.5 kWh,"€34,900"
https://ev-database.org/img/auto/XPENG_G9_2025/XPENG_G9_2025-01-thumb.jpg,XPENGG9,480 km,192 Wh/km,92.2 kWh,"€63,600"
https://ev-database.org/img/auto/BYD_SEALION_7/BYD_SEALION_7-01-thumb.jpg,BYDSEALION,405 km,204 Wh/km,82.5 kWh,"€53,990"
https://ev-database.org/img/auto/Hyundai_IONIQ9_2024/Hyundai_IONIQ9_2024-01-thumb.jpg,HyundaiIONIQ,495 km,214 Wh/km,106.0 kWh,"€81,500"
https://ev-database.org/img/auto/Leapmotor_C10/Leapmotor_C10-01-thumb.jpg,LeapmotorC10,380 km,216 Wh/km,81.9 kWh,"€44,900"
https://ev-database.org/img/auto/Changan_Deepal_S07/Changan_Deepal_S07-01-thumb.jpg,ChanganDeepal,410 km,190 Wh/km,78.0 kWh,"€44,990"
https://ev-database.org/img/auto/Audi_Q6_etron_2024/Audi_Q6_etron_2024-01-thumb.jpg,AudiQ6,480 km,198 Wh/km,94.9 kWh,"€74,700"
https://ev-database.org/img/auto/Peugeot_e-3008_2024/Peugeot_e-3008_2024-01-thumb.jpg,Peugeote-3008,380 km,192 Wh/km,73.0 kWh,"€48,750"
https://ev-database.org/img/auto/TOGG_T10X/TOGG_T10X-01-thumb.jpg,TOGGT10X,440 km,193 Wh/km,85.0 kWh,"€40,118"
https://ev-database.org/img/auto/Jeep_Avenger/Jeep_Avenger-01-thumb.jpg,JeepAvenger,310 km,164 Wh/km,50.8 kWh,"€38,500"
https://ev-database.org/img/auto/Volkswagen_ID3_2024/Volkswagen_ID3_2024-01-thumb.jpg,VolkswagenID.3,475 km,166 Wh/km,79.0 kWh,"€44,025"
https://ev-database.org/img/auto/BMW_i7_2022/BMW_i7_2022-01-thumb.jpg,BMWi7,510 km,199 Wh/km,101.7 kWh,"€139,900"
https://ev-database.org/img/auto/Polestar_4_2024/Polestar_4_2024-01-thumb.jpg,Polestar4,495 km,190 Wh/km,94.0 kWh,"€63,200"
https://ev-database.org/img/auto/Polestar_4_2024/Polestar_4_2024-01-thumb.jpg,Polestar4,485 km,194 Wh/km,94.0 kWh,"€71,200"
https://ev-database.org/img/auto/Peugeot_e-3008_2024/Peugeot_e-3008_2024-01-thumb.jpg,Peugeote-3008,500 km,194 Wh/km,96.9 kWh,"€52,850"
https://ev-database.org/img/auto/BYD_ATTO_2/BYD_ATTO_2-01-thumb.jpg,BYDATTO,310 km,187 Wh/km,58.0 kWh,"€36,690"
https://ev-database.org/img/auto/KGM_Torres_EVX/KGM_Torres_EVX-01-thumb.jpg,KGMTorres,400 km,198 Wh/km,79.0 kWh,"€41,250"
https://ev-database.org/img/auto/Firefly_2025/Firefly_2025-01-thumb.jpg,fireflyfireflyfirefly,240 km,172 Wh/km,41.2 kWh,"€29,900"
https://ev-database.org/img/auto/Porsche_Cayenne_2026/Porsche_Cayenne_2026-01-thumb.jpg,PorscheCayenne,520 km,208 Wh/km,108.0 kWh,"€105,200"
https://ev-database.org/img/auto/Zeekr_001_2023/Zeekr_001_2023-01-thumb.jpg,Zeekr001,480 km,196 Wh/km,94.0 kWh,"€64,490"
https://ev-database.org/img/auto/Porsche_Taycan_Sport_Turismo_2024/Porsche_Taycan_Sport_Turismo_2024-01-thumb.jpg,PorscheTaycan,440 km,187 Wh/km,82.3 kWh,"€121,800"
https://ev-database.org/img/auto/Mercedes_CLA/Mercedes_CLA-01-thumb.jpg,Mercedes-BenzCLA,400 km,145 Wh/km,58.0 kWh,"€49,421"
https://ev-database.org/img/auto/Hyundai_IONIQ5_N_2024/Hyundai_IONIQ5_N_2024-01-thumb.jpg,HyundaiIONIQ,390 km,205 Wh/km,80.0 kWh,"€74,900"
https://ev-database.org/img/auto/Lancia_Ypsilon/Lancia_Ypsilon-01-thumb.jpg,LanciaYpsilon,325 km,156 Wh/km,50.8 kWh,"€33,700"
https://ev-database.org/img/auto/MG_IM5_2025/MG_IM5_2025-01-thumb.jpg,MGIM5,530 km,182 Wh/km,96.5 kWh,"£44,995"
https://ev-database.org/img/auto/Mini_Cooper_Electric_2024/Mini_Cooper_Electric_2024-01-thumb.jpg,MiniCooper,250 km,146 Wh/km,36.6 kWh,"€32,900"
https://ev-database.org/img/auto/BYD_SEAL/BYD_SEAL-01-thumb.jpg,BYDSEAL,365 km,168 Wh/km,61.4 kWh,"€46,990"
https://ev-database.org/img/auto/CUPRA_Tavascan_2024/CUPRA_Tavascan_2024-01-thumb.jpg,CUPRATavascan,445 km,173 Wh/km,77.0 kWh,"€56,210"
https://ev-database.org/img/auto/Dacia_Spring_Electric_2026/Dacia_Spring_Electric_2026-01-thumb.jpg,DaciaSpring,160 km,150 Wh/km,24.0 kWh,"€18,700"
https://ev-database.org/img/auto/Tesla_Model_3_2024/Tesla_Model_3_2024-01-thumb.jpg,TeslaModel,555 km,142 Wh/km,79.0 kWh,"€50,970"
https://ev-database.org/img/auto/Hyundai_IONIQ6_2022/Hyundai_IONIQ6_2022-01-thumb.jpg,HyundaiIONIQ,440 km,168 Wh/km,74.0 kWh,"€61,100"
https://ev-database.org/img/auto/Hyundai_IONIQ5_2024/Hyundai_IONIQ5_2024-01-thumb.jpg,HyundaiIONIQ,445 km,180 Wh/km,80.0 kWh,"€59,400"
https://ev-database.org/img/auto/Smart_5_Brabus_2025/Smart_5_Brabus_2025-01-thumb.jpg,Smart#5,450 km,209 Wh/km,94.0 kWh,"€60,900"
https://ev-database.org/img/auto/BYD_DOLPHIN_2025/BYD_DOLPHIN_2025-01-thumb.jpg,BYDDOLPHIN,350 km,173 Wh/km,60.5 kWh,"€34,640"
https://ev-database.org/img/auto/Peugeot_e-5008_2024/Peugeot_e-5008_2024-01-thumb.jpg,Peugeote-5008,370 km,197 Wh/km,73.0 kWh,"€51,250"
https://ev-database.org/img/auto/Peugeot_e-208_2024/Peugeot_e-208_2024-01-thumb.jpg,Peugeote-208,335 km,152 Wh/km,50.8 kWh,"€37,525"
https://ev-database.org/img/auto/Mercedes_EQA_2024/Mercedes_EQA_2024-01-thumb.jpg,Mercedes-BenzEQA,420 km,168 Wh/km,70.5 kWh,"€52,205"
https://ev-database.org/img/auto/BYD_SEAL_U/BYD_SEAL_U-01-thumb.jpg,BYDSEAL,360 km,199 Wh/km,71.8 kWh,"€41,990"
https://ev-database.org/img/auto/Hyundai_Inster_2025/Hyundai_Inster_2025-01-thumb.jpg,HyundaiINSTER,255 km,153 Wh/km,39.0 kWh,"€23,900"
https://ev-database.org/img/auto/Ford_Explorer_2024/Ford_Explorer_2024-01-thumb.jpg,FordExplorer,440 km,180 Wh/km,79.0 kWh,"€52,430"
https://ev-database.org/img/auto/Opel_Frontera_2024/Opel_Frontera_2024-01-thumb.jpg,OpelFrontera,240 km,183 Wh/km,43.8 kWh,"€28,990"
https://ev-database.org/img/auto/Citroen_e-C4_2024/Citroen_e-C4_2024-01-thumb.jpg,Citroënë-C4,325 km,156 Wh/km,50.8 kWh,"€34,100"
https://ev-database.org/img/auto/Mazda_6e/Mazda_6e-01-thumb.jpg,Mazda6e,440 km,170 Wh/km,75.0 kWh,"€46,500"
https://ev-database.org/img/auto/Lucid_Gravity/Lucid_Gravity-01-thumb.jpg,LucidGravity,625 km,197 Wh/km,123.0 kWh,"€116,900"
https://ev-database.org/img/auto/XPENG_P7/XPENG_P7-01-thumb.jpg,XPENGP7,495 km,167 Wh/km,82.7 kWh,"€49,600"
https://ev-database.org/img/auto/Hongqi_E-HS9/Hongqi_E-HS9-01-thumb.jpg,HongqiE-HS9,370 km,243 Wh/km,90.0 kWh,"€79,995"
https://ev-database.org/img/auto/Leapmotor_C10/Leapmotor_C10-01-thumb.jpg,LeapmotorC10,410 km,200 Wh/km,81.9 kWh,"€41,900"
https://ev-database.org/img/auto/Mini_Cooper_Electric_2024/Mini_Cooper_Electric_2024-01-thumb.jpg,MiniCooper,330 km,149 Wh/km,49.2 kWh,"€36,900"
https://ev-database.org/img/auto/MG_IM6_2025/MG_IM6_2025-01-thumb.jpg,MGIM6,500 km,193 Wh/km,96.5 kWh,"£47,995"
https://ev-database.org/img/auto/XPENG_G6_2025/XPENG_G6_2025-01-thumb.jpg,XPENGG6,425 km,188 Wh/km,80.0 kWh,"€51,600"
https://ev-database.org/img/auto/Cupra_el-Born/Cupra_el-Born-01-thumb.jpg,CUPRABorn,470 km,168 Wh/km,79.0 kWh,"€47,350"
https://ev-database.org/img/auto/Renault_5_ETech/Renault_5_ETech-01-thumb.jpg,Renault5,260 km,154 Wh/km,40.0 kWh,"€24,990"
https://ev-database.org/img/auto/Polestar_5/Polestar_5-01-thumb.jpg,Polestar5,580 km,183 Wh/km,106.0 kWh,"€118,600"
https://ev-database.org/img/auto/CUPRA_Tavascan_2024/CUPRA_Tavascan_2024-01-thumb.jpg,CUPRATavascan,425 km,181 Wh/km,77.0 kWh,"€60,780"
https://ev-database.org/img/auto/Ford_Mustang_Mach-E/Ford_Mustang_Mach-E-01-thumb.jpg,FordMustang,480 km,190 Wh/km,91.0 kWh,"£52,390"
https://ev-database.org/img/auto/MG_MG4_Electric_2022/MG_MG4_Electric_2022-01-thumb.jpg,MGMG4,425 km,175 Wh/km,74.4 kWh,"€45,990"
https://ev-database.org/img/auto/Kia_EV6_2024/Kia_EV6_2024-01-thumb.jpg,KiaEV6,455 km,176 Wh/km,80.0 kWh,"€49,990"
https://ev-database.org/img/auto/Toyota_bZ4X_2025/Toyota_bZ4X_2025-01-thumb.jpg,ToyotabZ4X,375 km,184 Wh/km,69.0 kWh,"€50,990"
https://ev-database.org/img/auto/Volkswagen_ID_Buzz_LWB/Volkswagen_ID_Buzz_LWB-01-thumb.jpg,VolkswagenID.,390 km,221 Wh/km,86.0 kWh,"€62,719"
https://ev-database.org/img/auto/Volvo_EX30_2024/Volvo_EX30_2024-01-thumb.jpg,VolvoEX30,340 km,191 Wh/km,65.0 kWh,"€51,690"
https://ev-database.org/img/auto/BMW_iX_2025/BMW_iX_2025-01-thumb.jpg,BMWiX,470 km,202 Wh/km,94.8 kWh,"€83,500"
