brand,model,release_year,charging_voltage,energy_consumption,ac_max_power,dc_max_power,battery_kwh,ev_key
Ford,mach-e er rwd,2022,400,19.0,11.0,91.0,91.0,Ford_mach-e er rwd
Ford,mach-e sr,2022,400,20.3,11.0,70.0,70.0,Ford_mach-e sr
Ford,mach-e er,2022,400,20.7,11.0,91.0,91.0,Ford_mach-e er
Ford,mach-e,2022,400,21.4,11.0,91.0,91.0,Ford_mach-e
Ford,mach-e sr rwd,2023,400,19.1,11.0,72.6,72.6,Ford_mach-e sr rwd
Ford,mach-e er rwd,2023,400,19.0,11.0,91.0,91.0,Ford_mach-e er rwd
Ford,mach-e sr,2023,400,20.7,11.0,72.6,72.6,Ford_mach-e sr
Ford,mach-e er,2023,400,20.7,11.0,91.0,91.0,Ford_mach-e er
Ford,mach-e,2023,400,21.4,11.0,91.0,91.0,Ford_mach-e
GWM,ORA 03,2024,400,17.5,11.0,64.0,45.4,GWM_ORA 03
GWM,ORA 03,2024,400,17.4,11.0,69.0,59.3,GWM_ORA 03
GWM,ORA 03,2024,400,18.2,11.0,69.0,59.3,GWM_ORA 03
GWM,ORA 07,2024,400,19.4,11.0,88.0,83.5,GWM_ORA 07
GWM,ORA 07,2024,400,18.4,11.0,88.0,64.3,GWM_ORA 07
GWM,ORA 07,2024,400,18.4,11.0,88.0,64.3,GWM_ORA 07
GWM,ORA 03 48 kWh,2024,400,17.5,11.0,45.4,45.4,GWM_ORA 03 48 kWh
GWM,ORA 03 63 kWh,2024,400,17.4,11.0,59.3,59.3,GWM_ORA 03 63 kWh
GWM,ORA 03 GT,2024,400,18.2,11.0,59.3,59.3,GWM_ORA 03 GT
Genesis,G80,2023,800,18.8,11.0,230.0,82.5,Genesis_G80
Genesis,GV60,2022,800,19.0,11.0,233.0,74.0,Genesis_GV60
Genesis,GV60,2022,800,19.5,11.0,233.0,74.0,Genesis_GV60
Genesis,GV60,2022,800,20.3,11.0,233.0,74.0,Genesis_GV60
Genesis,GV70,2023,800,21.1,11.0,233.0,74.0,Genesis_GV70
Genesis,premium,2022,800,19.0,11.0,74.0,74.0,Genesis_premium
Genesis,sport,2022,800,19.5,11.0,74.0,74.0,Genesis_sport
Genesis,sport plus,2022,800,20.3,11.0,74.0,74.0,Genesis_sport plus
Genesis,electrified luxury,2022,800,18.8,11.0,82.5,82.5,Genesis_electrified luxury
Genesis,electrified sport,2022,800,21.1,11.0,74.0,74.0,Genesis_electrified sport
Honda,e,2020,400,16.8,6.6,28.5,28.5,Honda_e
Honda,e:Ny1,2023,400,18.5,11.0,61.9,61.9,Honda_e:Ny1
Honda,advance,2020,400,16.8,28.5,28.5,28.5,Honda_advance
Hongqi,E-HS9,2023,400,24.3,11.0,130.0,112.0,Hongqi_E-HS9
Hongqi,E-HS9 84 kWh,2022,400,23.9,11.0,140.0,76.5,Hongqi_E-HS9 84 kWh
Hongqi,E-HS9 99 kWh,2022,400,24.3,11.0,140.0,90.0,Hongqi_E-HS9 99 kWh
Hongqi,84kwh,2022,400,23.9,11.0,76.5,76.5,Hongqi_84kwh
Hongqi,99kwh,2022,400,24.3,11.0,90.0,90.0,Hongqi_99kwh
Hongqi,120kwh,2023,400,24.3,11.0,112.0,112.0,Hongqi_120kwh
Hyundai,IONIQ 5,2021,800,18.5,11.0,233.0,74.0,Hyundai_IONIQ 5
Hyundai,IONIQ 5,2021,800,19.4,11.0,221.0,72.6,Hyundai_IONIQ 5
Hyundai,IONIQ 5,2021,800,18.3,11.0,175.0,54.0,Hyundai_IONIQ 5
Hyundai,Ioniq,2019,400,15.3,7.2,46.0,38.3,Hyundai_Ioniq
Hyundai,Ioniq,2016,400,14.4,6.6,69.0,28.0,Hyundai_Ioniq
Hyundai,Kona,2020,400,15.4,11.0,50.0,39.2,Hyundai_Kona
Hyundai,Kona,2018,400,15.4,7.2,50.0,39.2,Hyundai_Kona
Hyundai,Kona,2020,400,15.8,11.0,77.0,64.0,Hyundai_Kona
Hyundai,Kona,2018,400,15.8,7.2,77.0,64.0,Hyundai_Kona
Hyundai,Kona Electric 48 kWh,2023,400,16.4,11.0,75.0,48.4,Hyundai_Kona Electric 48 kWh
Hyundai,Kona Electric 39 kWh,2021,400,16.0,11.0,44.0,39.2,Hyundai_Kona Electric 39 kWh
Hyundai,Kona Electric 64 kWh,2021,400,16.4,11.0,77.0,64.0,Hyundai_Kona Electric 64 kWh
Hyundai,Kona Electric 65 kWh,2023,400,16.8,11.0,105.0,65.4,Hyundai_Kona Electric 65 kWh
Hyundai,INSTER Long Range,2024,400,15.6,11.0,85.0,46.0,Hyundai_INSTER Long Range
Hyundai,INSTER Standard Range,2024,400,15.6,11.0,73.0,39.0,Hyundai_INSTER Standard Range
Hyundai,IONIQ,2016,400,14.7,28.0,28.0,28.0,Hyundai_IONIQ
Hyundai,Kona Electric 64,2018,400,16.4,11.0,64.0,64.0,Hyundai_Kona Electric 64
Hyundai,Kona Electric 39,2018,400,16.0,39.2,39.2,39.2,Hyundai_Kona Electric 39
Hyundai,electric,2019,400,15.3,38.3,38.3,38.3,Hyundai_electric
Hyundai,electric,2019,400,16.4,11.0,64.0,64.0,Hyundai_electric
Hyundai,electric,2019,400,16.0,39.2,39.2,39.2,Hyundai_electric
